Mozilla/5.0 (Linux; Android 13; 7; Linux; Android 13;N3712Z) AppleWebKit/537.36 (KHTML, like Gecko)99.0.15046.148 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;
 Mozilla/5.0 (Linux; Android 13; 12; Linux; Android 13;G9729W) AppleWebKit/537.36 (KHTML, like Gecko)81.0.27658.113 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 10; Linux; Android 13;W9941K) AppleWebKit/537.36 (KHTML, like Gecko)88.0.10665.102 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 13; Linux; Android 13;W3285Z) AppleWebKit/537.36 (KHTML, like Gecko)96.0.66631.52 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 7; Linux; Android 13;O1606J) AppleWebKit/537.36 (KHTML, like Gecko)88.0.46758.71 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 9; Linux; Android 13;Q1374X) AppleWebKit/537.36 (KHTML, like Gecko)93.0.49958.48 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 9; Linux; Android 13;W9707B) AppleWebKit/537.36 (KHTML, like Gecko)80.0.58675.125 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 9; Linux; Android 13;H9210Y) AppleWebKit/537.36 (KHTML, like Gecko)98.0.27919.103 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 7; Linux; Android 13;I9369W) AppleWebKit/537.36 (KHTML, like Gecko)96.0.25954.75 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 9; Linux; Android 13;P4602M) AppleWebKit/537.36 (KHTML, like Gecko)80.0.18801.58 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 13; Linux; Android 13;U6883O) AppleWebKit/537.36 (KHTML, like Gecko)82.0.43039.60 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 8; Linux; Android 13;K2049T) AppleWebKit/537.36 (KHTML, like Gecko)102.0.38946.119 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 8; Linux; Android 13;F1262O) AppleWebKit/537.36 (KHTML, like Gecko)94.0.48123.105 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 6; Linux; Android 13;D2651B) AppleWebKit/537.36 (KHTML, like Gecko)98.0.59892.104 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 11; Linux; Android 13;V1409H) AppleWebKit/537.36 (KHTML, like Gecko)102.0.43334.77 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 7; Linux; Android 13;I6709L) AppleWebKit/537.36 (KHTML, like Gecko)91.0.9735.122 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 8; Linux; Android 13;I9002W) AppleWebKit/537.36 (KHTML, like Gecko)85.0.18230.145 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 13; Linux; Android 13;K9222C) AppleWebKit/537.36 (KHTML, like Gecko)102.0.38128.140 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 13; Linux; Android 13;X3398L) AppleWebKit/537.36 (KHTML, like Gecko)89.0.62120.41 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 10; Linux; Android 13;Z8712K) AppleWebKit/537.36 (KHTML, like Gecko)91.0.43196.144 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 10; Linux; Android 13;L4615K) AppleWebKit/537.36 (KHTML, like Gecko)101.0.45619.107 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 9; Linux; Android 13;H7741J) AppleWebKit/537.36 (KHTML, like Gecko)82.0.57994.96 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 12; Linux; Android 13;Q5071X) AppleWebKit/537.36 (KHTML, like Gecko)100.0.33142.54 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 8; Linux; Android 13;C4555F) AppleWebKit/537.36 (KHTML, like Gecko)100.0.60588.74 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 13; Linux; Android 13;O2564K) AppleWebKit/537.36 (KHTML, like Gecko)89.0.48381.127 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 13; Linux; Android 13;L6498D) AppleWebKit/537.36 (KHTML, like Gecko)92.0.27063.87 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 8; Linux; Android 13;S6480Q) AppleWebKit/537.36 (KHTML, like Gecko)93.0.35140.135 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 6; Linux; Android 13;Y5556O) AppleWebKit/537.36 (KHTML, like Gecko)83.0.5816.85 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 9; Linux; Android 13;H6453Z) AppleWebKit/537.36 (KHTML, like Gecko)92.0.28765.140 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 10; Linux; Android 13;X4875O) AppleWebKit/537.36 (KHTML, like Gecko)99.0.40059.64 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 13; Linux; Android 13;D7207N) AppleWebKit/537.36 (KHTML, like Gecko)96.0.23156.101 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 13; Linux; Android 13;M2918C) AppleWebKit/537.36 (KHTML, like Gecko)88.0.39940.44 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 7; Linux; Android 13;A8449V) AppleWebKit/537.36 (KHTML, like Gecko)91.0.40454.66 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 8; Linux; Android 13;O6916L) AppleWebKit/537.36 (KHTML, like Gecko)89.0.8739.142 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 8; Linux; Android 13;E7975R) AppleWebKit/537.36 (KHTML, like Gecko)91.0.9398.99 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 9; Linux; Android 13;S7682P) AppleWebKit/537.36 (KHTML, like Gecko)86.0.31814.61 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 12; Linux; Android 13;P7088M) AppleWebKit/537.36 (KHTML, like Gecko)84.0.15614.120 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 13; Linux; Android 13;T9924F) AppleWebKit/537.36 (KHTML, like Gecko)86.0.19531.44 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 9; Linux; Android 13;Y6041I) AppleWebKit/537.36 (KHTML, like Gecko)93.0.45931.149 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 13; Linux; Android 13;P570C) AppleWebKit/537.36 (KHTML, like Gecko)96.0.25995.80 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 6; Linux; Android 13;W8677F) AppleWebKit/537.36 (KHTML, like Gecko)86.0.65735.115 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 10; Linux; Android 13;Y904T) AppleWebKit/537.36 (KHTML, like Gecko)82.0.10703.114 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 8; Linux; Android 13;P8620C) AppleWebKit/537.36 (KHTML, like Gecko)83.0.50266.41 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 13; Linux; Android 13;C398D) AppleWebKit/537.36 (KHTML, like Gecko)91.0.50684.40 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 13; Linux; Android 13;L5662K) AppleWebKit/537.36 (KHTML, like Gecko)86.0.20996.131 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 6; Linux; Android 13;Y6665Z) AppleWebKit/537.36 (KHTML, like Gecko)95.0.61392.137 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 11; Linux; Android 13;H7762U) AppleWebKit/537.36 (KHTML, like Gecko)87.0.34731.138 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 7; Linux; Android 13;W5500I) AppleWebKit/537.36 (KHTML, like Gecko)100.0.25646.40 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 7; Linux; Android 13;Q398R) AppleWebKit/537.36 (KHTML, like Gecko)101.0.49734.107 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 7; Linux; Android 13;T9421H) AppleWebKit/537.36 (KHTML, like Gecko)87.0.10450.148 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 13; Linux; Android 13;E4709F) AppleWebKit/537.36 (KHTML, like Gecko)92.0.58026.124 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 8; Linux; Android 13;G5081E) AppleWebKit/537.36 (KHTML, like Gecko)91.0.18237.65 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 11; Linux; Android 13;S5111H) AppleWebKit/537.36 (KHTML, like Gecko)80.0.37357.53 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 8; Linux; Android 13;U9828M) AppleWebKit/537.36 (KHTML, like Gecko)92.0.35951.123 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 11; Linux; Android 13;B4786Y) AppleWebKit/537.36 (KHTML, like Gecko)88.0.63409.51 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 10; Linux; Android 13;V7900X) AppleWebKit/537.36 (KHTML, like Gecko)94.0.25403.132 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 6; Linux; Android 13;Q5729N) AppleWebKit/537.36 (KHTML, like Gecko)83.0.59906.48 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 10; Linux; Android 13;T3330U) AppleWebKit/537.36 (KHTML, like Gecko)89.0.36902.52 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 12; Linux; Android 13;Y5308H) AppleWebKit/537.36 (KHTML, like Gecko)85.0.61094.126 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 6; Linux; Android 13;D5565X) AppleWebKit/537.36 (KHTML, like Gecko)97.0.22072.70 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 6; Linux; Android 13;K5128C) AppleWebKit/537.36 (KHTML, like Gecko)94.0.64545.79 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 10; Linux; Android 13;U7506N) AppleWebKit/537.36 (KHTML, like Gecko)80.0.52134.75 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 13; Linux; Android 13;L7946D) AppleWebKit/537.36 (KHTML, like Gecko)99.0.48711.112 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 11; Linux; Android 13;T9111S) AppleWebKit/537.36 (KHTML, like Gecko)98.0.27578.130 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 11; Linux; Android 13;J2687O) AppleWebKit/537.36 (KHTML, like Gecko)98.0.52045.49 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 7; Linux; Android 13;K1970D) AppleWebKit/537.36 (KHTML, like Gecko)96.0.48908.69 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 10; Linux; Android 13;O7440T) AppleWebKit/537.36 (KHTML, like Gecko)89.0.53855.125 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 10; Linux; Android 13;A5203J) AppleWebKit/537.36 (KHTML, like Gecko)80.0.32515.83 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 9; Linux; Android 13;D9505V) AppleWebKit/537.36 (KHTML, like Gecko)85.0.55582.78 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 13; Linux; Android 13;O4812T) AppleWebKit/537.36 (KHTML, like Gecko)84.0.14561.69 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 8; Linux; Android 13;F2956H) AppleWebKit/537.36 (KHTML, like Gecko)91.0.36788.99 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 10; Linux; Android 13;M2066P) AppleWebKit/537.36 (KHTML, like Gecko)83.0.39132.68 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 11; Linux; Android 13;U4898G) AppleWebKit/537.36 (KHTML, like Gecko)98.0.15787.91 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 12; Linux; Android 13;E2752H) AppleWebKit/537.36 (KHTML, like Gecko)102.0.33307.70 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 12; Linux; Android 13;P144A) AppleWebKit/537.36 (KHTML, like Gecko)98.0.8414.149 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 12; Linux; Android 13;U3418L) AppleWebKit/537.36 (KHTML, like Gecko)96.0.36289.107 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 13; Linux; Android 13;Q9874D) AppleWebKit/537.36 (KHTML, like Gecko)83.0.39145.119 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 9; Linux; Android 13;R9131Q) AppleWebKit/537.36 (KHTML, like Gecko)102.0.50336.89 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 10; Linux; Android 13;L2509X) AppleWebKit/537.36 (KHTML, like Gecko)81.0.29922.139 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 10; Linux; Android 13;Y269J) AppleWebKit/537.36 (KHTML, like Gecko)101.0.19022.92 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 8; Linux; Android 13;V8372D) AppleWebKit/537.36 (KHTML, like Gecko)82.0.62526.66 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 11; Linux; Android 13;V3932N) AppleWebKit/537.36 (KHTML, like Gecko)93.0.30227.95 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 10; Linux; Android 13;J2027T) AppleWebKit/537.36 (KHTML, like Gecko)98.0.25556.71 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 12; Linux; Android 13;N9291X) AppleWebKit/537.36 (KHTML, like Gecko)85.0.31711.49 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 10; Linux; Android 13;C2114F) AppleWebKit/537.36 (KHTML, like Gecko)97.0.65842.116 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 11; Linux; Android 13;Q9869E) AppleWebKit/537.36 (KHTML, like Gecko)89.0.31451.49 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 7; Linux; Android 13;Q4762F) AppleWebKit/537.36 (KHTML, like Gecko)94.0.28178.81 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 11; Linux; Android 13;W8554M) AppleWebKit/537.36 (KHTML, like Gecko)101.0.67418.142 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 8; Linux; Android 13;A7097C) AppleWebKit/537.36 (KHTML, like Gecko)97.0.14905.44 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 6; Linux; Android 13;Z2572F) AppleWebKit/537.36 (KHTML, like Gecko)99.0.18330.91 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 6; Linux; Android 13;I2883G) AppleWebKit/537.36 (KHTML, like Gecko)85.0.16352.116 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 11; Linux; Android 13;A4219P) AppleWebKit/537.36 (KHTML, like Gecko)92.0.50407.147 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 10; Linux; Android 13;T6650D) AppleWebKit/537.36 (KHTML, like Gecko)86.0.37548.45 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 8; Linux; Android 13;M1700P) AppleWebKit/537.36 (KHTML, like Gecko)99.0.10611.52 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 6; Linux; Android 13;W7546A) AppleWebKit/537.36 (KHTML, like Gecko)100.0.27764.42 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 13; Linux; Android 13;Z3583V) AppleWebKit/537.36 (KHTML, like Gecko)93.0.21027.45 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 12; Linux; Android 13;U1666X) AppleWebKit/537.36 (KHTML, like Gecko)85.0.65924.67 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 12; Linux; Android 13;I8414A) AppleWebKit/537.36 (KHTML, like Gecko)95.0.8033.81 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 9; Linux; Android 13;Y7379E) AppleWebKit/537.36 (KHTML, like Gecko)80.0.55561.43 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 8; Linux; Android 13;X2611C) AppleWebKit/537.36 (KHTML, like Gecko)91.0.27705.144 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 9; Linux; Android 13;K572F) AppleWebKit/537.36 (KHTML, like Gecko)95.0.24552.127 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 9; Linux; Android 13;Q6868H) AppleWebKit/537.36 (KHTML, like Gecko)100.0.24653.75 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 7; Linux; Android 13;R9919T) AppleWebKit/537.36 (KHTML, like Gecko)81.0.60973.146 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 12; Linux; Android 13;W1448V) AppleWebKit/537.36 (KHTML, like Gecko)81.0.62201.145 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 11; Linux; Android 13;H8229M) AppleWebKit/537.36 (KHTML, like Gecko)98.0.39225.102 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 9; Linux; Android 13;W6897D) AppleWebKit/537.36 (KHTML, like Gecko)102.0.14926.56 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 10; Linux; Android 13;I3634M) AppleWebKit/537.36 (KHTML, like Gecko)93.0.15386.128 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 11; Linux; Android 13;B8921N) AppleWebKit/537.36 (KHTML, like Gecko)100.0.51100.75 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


 Mozilla/5.0 (Linux; Android 13; 6; Linux; Android 13;K8771A) AppleWebKit/537.36 (KHTML, like Gecko)83.0.24639.46 Chrome/113.0.5672.162 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/417.0.0.33.65;


